Treatment,Treatment_t,Pattern_k,AE_type,AE_type_j,Phi_kj
AC,1,9,HEMOPTYSIS_1,339,2.34479918770847e-07
AC,1,9,ARRHYTHMIA_1,47,2.34475859417092e-07
AC,1,9,HERPES ZOSTER_1,347,2.34461724173328e-07
AC,1,9,HERPES ZOSTER_2,348,2.34444558557953e-07
AC,1,9,NAUSEA_1,537,2.34428805487901e-07
AC,1,9,PAROSMIA_1,629,2.34412933788012e-07
AC,1,9,PRURITUS_1,662,2.34364314088834e-07
AC,1,9,GINGIVITIS_3,292,2.34331933943353e-07
AC,1,9,GAIT ABNORM_1,278,2.34311975269407e-07
AC,1,9,PAROSMIA_2,630,2.34311511329825e-07
AC,1,9,ACNE_1,11,2.3430116226927e-07
AC,1,9,EDEMA TONGUE_1,223,2.34297105608169e-07
AC,1,9,PHOTOPHOBIA_2,642,2.34259116136498e-07
AC,1,9,GI DIS_1,288,2.34251574331839e-07
AC,1,9,PRURITUS_2,663,2.34249412593701e-07
AC,1,9,MENOPAUSE_2,494,2.34224343484625e-07
AC,1,9,MENOPAUSE_1,493,2.34215743005327e-07
AC,1,9,HEM RECTAL_1,323,2.34209756553259e-07
AC,1,9,NAUSEA_2,538,2.34206350917587e-07
AC,1,9,HEM GUM_1,320,2.34204308402949e-07
AC,1,9,ARRHYTHMIA_2,48,2.34190217907033e-07
AC,1,9,MONILIA VAGINA_1,512,2.3418384928441e-07
AC,1,9,ASTHMA_2,69,2.34178081792364e-07
AC,1,9,VULVOVAGINAL DIS_1,839,2.3416017876343e-07
AC,1,9,BILIRUBINEM_2,74,2.34144468713533e-07
AC,1,9,ARRHYTHMIA VENT_1,46,2.34144436162236e-07
AC,1,9,LAB TEST ABNORM_1,449,2.34144341074978e-07
AC,1,9,TONGUE DISCOLOR_1,776,2.34144250873704e-07
AC,1,9,NECRO SKIN_1,543,2.34144186310526e-07
AC,1,9,HYPERLIPEM_2,366,2.34144087291966e-07
AC,1,9,LIVER TENDER_1,475,2.34144064814152e-07
AC,1,9,MONILIA GI_2,508,2.34144056530366e-07
AC,1,9,NEURITIS_1,556,2.3414403573223e-07
AC,1,9,INFECTION FUNGAL_1,420,2.34143947315852e-07
AC,1,9,PERITONITIS_3,631,2.34143944137862e-07
AC,1,9,UTER FIBROID ENLARGE_4,811,2.34143910473609e-07
AC,1,9,EDEMA GENERAL_1,216,2.34143873233781e-07
AC,1,9,DYSTONIA_1,203,2.34143857822545e-07
AC,1,9,APPLICAT SITE REACT_1,44,2.3414385645706e-07
AC,1,9,MESENTERIC ARTERIAL OCCLUSION_3,501,2.34143845630154e-07
AC,1,9,EUPHORIA_1,262,2.34143830993468e-07
AC,1,9,ULCER PEPTIC_2,793,2.34143789677059e-07
AC,1,9,HEPATOMEGALY_1,341,2.34143788943644e-07
AC,1,9,NODULE SUBCUTAN_1,565,2.34143784484148e-07
AC,1,9,VASC DIS_1,818,2.34143744420043e-07
AC,1,9,CREATININE INC_1,142,2.34143711558689e-07
AC,1,9,ULCER INTEST_2,789,2.34143691915845e-07
AC,1,9,ARRHYTHMIA NOD_1,45,2.34143687936261e-07
AC,1,9,LIVER DAMAGE_1,468,2.34143686597142e-07
AC,1,9,CUSHINGS SYND_2,143,2.34143685821161e-07
AC,1,9,LIVER FAIL_3,469,2.34143680720064e-07
AC,1,9,VESTIBUL DIS_1,827,2.3414367007923e-07
AC,1,9,IRITIS_2,434,2.34143665216876e-07
AC,1,9,ACCOMMODATION ABNORM_1,10,2.3414366047239e-07
AC,1,9,TOOTH DISCOLOR_1,781,2.34143640237613e-07
AC,1,9,HYPOGLYCEM_1,384,2.34143634318242e-07
AC,1,9,CYANOSIS_1,144,2.34143600781031e-07
AC,1,9,HEMOTHORAX_4,340,2.34143593403496e-07
AC,1,9,HALITOSIS_1,300,2.34143590432971e-07
AC,1,9,TORTICOLLIS_1,782,2.34143584396775e-07
AC,1,9,FIBRO TENDON_1,270,2.34143576378827e-07
AC,1,9,ULCER CORNEAL_2,788,2.34143572379741e-07
AC,1,9,ILEUS_3,409,2.34143553368121e-07
AC,1,9,ANOMALY GI_1,34,2.34143538991242e-07
AC,1,9,ADENOMA THYR_3,13,2.34143534189856e-07
AC,1,9,CATARACT_2,99,2.34143530604088e-07
AC,1,9,REFRACT DIS_1,689,2.34143485355567e-07
AC,1,9,AV BLOCK_1,73,2.34143478749257e-07
AC,1,9,HEAT STROKE_1,312,2.3414345910796e-07
AC,1,9,INCONTIN FECAL_1,410,2.34143447592837e-07
AC,1,9,CARDIOMYOPATHY_1,95,2.34143417596209e-07
AC,1,9,DYSAUTONOMIA_1,187,2.34143417596209e-07
AC,1,9,ENCEPHALOPATHY_3,242,2.34143417596209e-07
AC,1,9,EXTRASYSTOLES SUPVENT_1,263,2.34143417596209e-07
AC,1,9,EXTRASYSTOLES VENT_1,264,2.34143417596209e-07
AC,1,9,HEM INTRACRAN_4,322,2.34143417596209e-07
AC,1,9,HIRSUTISM_2,351,2.34143417596209e-07
AC,1,9,HYPOPROTEINEM_1,396,2.34143417596209e-07
AC,1,9,PTOSIS_1,668,2.34143417596209e-07
AC,1,9,GOUT_1,298,2.34143417596209e-07
AC,1,9,HAIR DIS_3,299,2.34143417596209e-07
AC,1,9,HYPOTHYR_2,402,2.34143417596209e-07
AC,1,9,MYOPATHY_3,531,2.34143417596209e-07
AC,1,9,CREATINE PK INC_4,141,2.34143417596209e-07
AC,1,9,HEART ARREST_4,308,2.34143417596209e-07
AC,1,9,OLIGURIA_1,567,2.34143417596209e-07
AC,1,9,ABSCESS BREAST_2,3,2.34143417596208e-07
AC,1,9,ALKALOSIS RESP_1,17,2.34143417596208e-07
AC,1,9,HYPOVENTIL_1,404,2.34143417596208e-07
AC,1,9,BONE DIS_1,80,2.34143417596208e-07
AC,1,9,BRADYCARDIA_1,81,2.34143417596208e-07
AC,1,9,MIOSIS_1,507,2.34143417596208e-07
AC,1,9,PARALYSIS EXTRAOCUL_2,623,2.34143417596208e-07
AC,1,9,THYR DIS_2,771,2.34143417596208e-07
AC,1,9,URETHRITIS_1,800,2.34143417596208e-07
AC,1,9,HEM RECTAL_2,324,2.34099991158113e-07
AC,1,9,GAIT ABNORM_2,279,2.3407584167851e-07
AC,1,9,NAUSEA_3,539,2.34046372255986e-07
AC,1,9,MONILIA VAGINA_2,513,2.34042755354108e-07
AC,1,9,SLEEP DIS_1,721,2.34001104857706e-07
AC,1,9,PRURITUS_3,664,2.33999346153693e-07
AC,1,9,HYPERESTHESIA_1,356,2.33993971145831e-07
AC,1,9,EDEMA TONGUE_2,224,2.33986810998463e-07
AC,1,9,ACNE_2,12,2.33970808435015e-07
AC,1,9,GI DIS_2,289,2.3396236810711e-07
AC,1,9,ASTHMA_3,70,2.33954397622463e-07
AC,1,9,MONILIA ORAL_1,509,2.33951479287338e-07
AC,1,9,MENOPAUSE_3,495,2.33872560692695e-07
AC,1,9,ARRHYTHMIA_3,49,2.33846171498027e-07
AC,1,9,VULVOVAGINAL DIS_2,840,2.33842906705078e-07
AC,1,9,DEAF_1,150,2.3383259481921e-07
AC,1,9,HEM GUM_2,321,2.33829560420753e-07
AC,1,9,PSORIASIS_1,665,2.33777957380052e-07
AC,1,9,PAIN EAR_1,598,2.33768176439514e-07
AC,1,9,DEAF_2,151,2.33725550927538e-07
AC,1,9,HEM RECTAL_3,325,2.33713617581317e-07
AC,1,9,ARTHRALGIA_1,53,2.33708238865227e-07
AC,1,9,KIDNEY FAIL_3,445,2.33689387256184e-07
AC,1,9,MONILIA ORAL_2,510,2.33684522171215e-07
AC,1,9,SINUSITIS_1,711,2.3367729431392e-07
AC,1,9,PSORIASIS_2,666,2.33677200956444e-07
AC,1,9,SLEEP DIS_2,722,2.33669032434914e-07
AC,1,9,MONILIA VAGINA_3,514,2.33661162274898e-07
AC,1,9,HYPERESTHESIA_2,357,2.33638047921722e-07
AC,1,9,KIDNEY FAIL_4,446,2.33637537717198e-07
AC,1,9,MONILIA ORAL_3,511,2.33566670780008e-07
AC,1,9,ARTHRALGIA_2,54,2.33540576312509e-07
AC,1,9,TREMOR_1,783,2.33534680765669e-07
AC,1,9,MYALGIA_1,524,2.33520449073292e-07
AC,1,9,ARRHYTHMIA_4,50,2.33492247589806e-07
AC,1,9,LEUKORRHEA_1,464,2.33452839336052e-07
AC,1,9,THIRST_1,758,2.33450699664453e-07
AC,1,9,SWEAT_1,737,2.33446100027024e-07
AC,1,9,DIARRHEA_1,170,2.33445237325511e-07
AC,1,9,PAIN EAR_2,599,2.33414270352019e-07
AC,1,9,ECZEMA_1,210,2.33401477709622e-07
AC,1,9,ARTHRALGIA_3,55,2.33384709864135e-07
AC,1,9,ANOREXIA_1,35,2.33366179498793e-07
AC,1,9,SINUSITIS_2,712,2.33347345685791e-07
AC,1,9,MYALGIA_2,525,2.33344570912471e-07
AC,1,9,COUGH INC_1,135,2.33330707553712e-07
AC,1,9,DEAF_3,152,2.33328812614746e-07
AC,1,9,TREMOR_3,784,2.33311264939595e-07
AC,1,9,THIRST_2,759,2.3326162750615e-07
AC,1,9,BURSITIS_1,91,2.33259661245731e-07
AC,1,9,DIZZINESS_1,176,2.33251041628575e-07
AC,1,9,SINUSITIS_3,713,2.33197902186168e-07
AC,1,9,LEUKORRHEA_2,465,2.33193502553961e-07
AC,1,9,EPISTAXIS_1,252,2.33170549076322e-07
AC,1,9,SWEAT_2,738,2.33164536150407e-07
AC,1,9,COUGH INC_2,136,2.33149792487953e-07
AC,1,9,DIARRHEA_2,171,2.33142616351209e-07
AC,1,9,ANOREXIA_2,36,2.33106740216117e-07
AC,1,9,DRY EYE_1,181,2.33097329322363e-07
AC,1,9,BURSITIS_2,92,2.33091284892773e-07
AC,1,9,MYALGIA_3,526,2.33082362519076e-07
AC,1,9,ECZEMA_2,211,2.33077091688602e-07
AC,1,9,VERTIGO_1,824,2.32979045108705e-07
AC,1,9,ANOREXIA_3,37,2.32969218067559e-07
AC,1,9,SWEAT_3,739,2.32940605737991e-07
AC,1,9,DIZZINESS_2,177,2.32911373994822e-07
AC,1,9,COUGH INC_3,137,2.32855784830343e-07
AC,1,9,PAIN INJECT SITE_1,603,2.32844490892562e-07
AC,1,9,DRY EYE_2,182,2.32842540161632e-07
AC,1,9,INSOMNIA_1,431,2.32838261027601e-07
AC,1,9,NODULE SKIN_1,563,2.32809716112327e-07
AC,1,9,EPISTAXIS_2,253,2.32804630070385e-07
AC,1,9,DIARRHEA_3,172,2.32758515245132e-07
AC,1,9,URIN URGENCY_1,807,2.32707933826086e-07
AC,1,9,INFLAM INJECT SITE_1,421,2.3270590019809e-07
AC,1,9,MYALGIA_4,527,2.326933451176e-07
AC,1,9,VERTIGO_2,825,2.32690194718547e-07
AC,1,9,WEIGHT DEC_1,843,2.32671197728315e-07
AC,1,9,BREAST ENGORGE_1,82,2.3266667525646e-07
AC,1,9,EDEMA FACE_1,214,2.32661482779752e-07
AC,1,9,ABSCESS PERIODONT_1,4,2.32648388901608e-07
AC,1,9,PALLOR_1,614,2.32620454023816e-07
AC,1,9,LYMPHEDEMA_1,484,2.32606174263224e-07
AC,1,9,PHLEB_1,639,2.32597939407127e-07
AC,1,9,PALPITAT_1,616,2.3258290485826e-07
AC,1,9,NODULE SKIN_2,564,2.32579552138906e-07
AC,1,9,PAIN INJECT SITE_2,604,2.32552037006081e-07
AC,1,9,DIARRHEA_4,173,2.32531658883045e-07
AC,1,9,VERTIGO_3,826,2.32526416841257e-07
AC,1,9,INSOMNIA_2,432,2.3251450628639e-07
AC,1,9,CHILLS_1,110,2.3250233906719e-07
AC,1,9,INFLAM INJECT SITE_2,422,2.32495320054695e-07
AC,1,9,BRONCHITIS_1,88,2.32490809396416e-07
AC,1,9,HEM VAGINAL_1,328,2.32467135106272e-07
AC,1,9,EAR DIS_1,206,2.32464400287919e-07
AC,1,9,PHLEB_2,640,2.32453455648866e-07
AC,1,9,HYPERCHOLESTEREM_1,354,2.3240233337767e-07
AC,1,9,URIN URGENCY_2,808,2.32381599425839e-07
AC,1,9,RASH VESIC BULL_1,678,2.32378809796711e-07
AC,1,9,LYMPHEDEMA_2,485,2.32363863840106e-07
AC,1,9,WEIGHT DEC_2,844,2.32340774414008e-07
AC,1,9,NEOPL BREAST_1,544,2.3233247148888e-07
AC,1,9,BREAST ENGORGE_2,83,2.32321045872232e-07
AC,1,9,EDEMA FACE_2,215,2.32307533662815e-07
AC,1,9,PALPITAT_2,617,2.32295634542066e-07
AC,1,9,TACHYCARDIA_1,743,2.32286865512433e-07
AC,1,9,PALLOR_2,615,2.32274978230114e-07
AC,1,9,INSOMNIA_3,433,2.32255447792369e-07
AC,1,9,ABSCESS PERIODONT_2,5,2.32247548724395e-07
AC,1,9,CEREBELL SYND_1,103,2.32230355557198e-07
AC,1,9,CHOLELITH_1,116,2.32224652262204e-07
AC,1,9,DIZZINESS_3,178,2.32187775799535e-07
AC,1,9,BRONCHITIS_2,89,2.32173806016048e-07
AC,1,9,INFLAM INJECT SITE_3,423,2.32150042932963e-07
AC,1,9,RASH VESIC BULL_2,679,2.32145433213845e-07
AC,1,9,EFFUS PLEURAL_1,234,2.3213555742814e-07
AC,1,9,HEM VAGINAL_2,329,2.32118057235092e-07
AC,1,9,EAR DIS_2,207,2.32115912891404e-07
AC,1,9,TONGUE DIS_1,774,2.3208544464225e-07
AC,1,9,CHOLELITH_3,117,2.32069110169587e-07
AC,1,9,ECCHYMOSIS_1,208,2.32056591885655e-07
AC,1,9,PERSON DIS_1,632,2.32053222728162e-07
AC,1,9,WEIGHT DEC_3,845,2.32046657363103e-07
AC,1,9,HYPERCHOLESTEREM_2,355,2.32039239942404e-07
AC,1,9,CHILLS_2,111,2.32037579564572e-07
AC,1,9,NEOPL BREAST_2,545,2.32037320788493e-07
AC,1,9,JOINT DIS_1,438,2.32025726645083e-07
AC,1,9,BRONCHITIS_3,90,2.32019263699451e-07
AC,1,9,VASODILAT_1,819,2.3201580999371e-07
AC,1,9,URIN FREQUENCY_1,802,2.31998784184035e-07
AC,1,9,MIGRAINE_1,505,2.31992117649394e-07
AC,1,9,TACHYCARDIA_2,744,2.31972590533194e-07
AC,1,9,EFFUS PLEURAL_2,235,2.31953604550471e-07
AC,1,9,ABSCESS PERIODONT_3,6,2.31936488943513e-07
AC,1,9,PAIN BACK_1,582,2.31927979152857e-07
AC,1,9,FEVER_1,266,2.31924068442659e-07
AC,1,9,SKIN DIS_1,714,2.31919200382345e-07
AC,1,9,HYPERVENTIL_2,379,2.31912637708234e-07
AC,1,9,SPUTUM INC_1,727,2.31896682253328e-07
AC,1,9,STOMATITIS_1,729,2.31882997802389e-07
AC,1,9,DIZZINESS_4,179,2.31843102428886e-07
AC,1,9,GLOSSITIS_1,294,2.31840958258687e-07
AC,1,9,DYSPEPSIA_1,193,2.31759351182451e-07
AC,1,9,CEREBELL SYND_2,104,2.31741187055787e-07
AC,1,9,ARTHROSIS_1,60,2.31740406119869e-07
AC,1,9,HEM VAGINAL_4,330,2.31738367379761e-07
AC,1,9,TONGUE DIS_2,775,2.31735155512989e-07
AC,1,9,MIGRAINE_2,506,2.31731317645838e-07
AC,1,9,ECCHYMOSIS_2,209,2.31723705000642e-07
AC,1,9,URIN FREQUENCY_2,803,2.31722827632237e-07
AC,1,9,LYMPHADENO_1,479,2.31699765902546e-07
AC,1,9,SALIVA INC_1,696,2.31691479133337e-07
AC,1,9,CHILLS_3,112,2.31687628149353e-07
AC,1,9,JOINT DIS_2,439,2.31686129213291e-07
AC,1,9,DIPLOPIA_1,174,2.3167647010983e-07
AC,1,9,PAIN ABDO_1,579,2.31672138579786e-07
AC,1,9,HYPERVENTIL_4,380,2.31659413958751e-07
AC,1,9,VASODILAT_2,820,2.31658771742725e-07
AC,1,9,VOICE ALTERAT_1,833,2.31648701864045e-07
AC,1,9,PAIN CHEST_1,595,2.3164845503186e-07
AC,1,9,TACHYCARDIA_3,745,2.31646134324588e-07
AC,1,9,GLOSSITIS_2,295,2.31631986594205e-07
AC,1,9,TASTE LOSS_1,746,2.31627640339859e-07
AC,1,9,PERSON DIS_2,633,2.31623010424587e-07
AC,1,9,PAIN BACK_2,583,2.31619779888444e-07
AC,1,9,PAIN KIDNEY_1,605,2.31545982136078e-07
AC,1,9,SPUTUM INC_2,728,2.31538226021848e-07
AC,1,9,SKIN DIS_2,715,2.31534735337319e-07
AC,1,9,CEREBELL SYND_3,105,2.31523395592598e-07
AC,1,9,ARTHROSIS_2,61,2.31522184009825e-07
AC,1,9,HEALING ABNORM_1,306,2.31516883338053e-07
AC,1,9,STOMATITIS_2,730,2.31516111610138e-07
AC,1,9,FEVER_2,267,2.31467558428791e-07
AC,1,9,VASODILAT_3,821,2.31456791454177e-07
AC,1,9,NOCTURIA_1,561,2.31450048001081e-07
AC,1,9,LIBIDO DEC_1,466,2.31449579524565e-07
AC,1,9,SALIVA INC_2,697,2.31434195146003e-07
AC,1,9,DYSPEPSIA_2,194,2.3143398518639e-07
AC,1,9,PERSON DIS_3,634,2.31404311572413e-07
AC,1,9,PAIN BACK_3,584,2.31393690342856e-07
AC,1,9,DIPLOPIA_2,175,2.31390220000985e-07
AC,1,9,VOICE ALTERAT_2,834,2.31363552109654e-07
AC,1,9,LYMPHADENO_2,480,2.31357126352616e-07
AC,1,9,LACTATION FEM_1,452,2.31348509318289e-07
AC,1,9,PERSON DIS_4,635,2.31326683962007e-07
AC,1,9,GLOSSITIS_3,296,2.31289289768392e-07
AC,1,9,TWITCH_1,785,2.31280673902532e-07
AC,1,9,TASTE LOSS_2,747,2.31275519249742e-07
AC,1,9,DYSPEPSIA_3,195,2.31274942140844e-07
AC,1,9,SKIN DIS_3,716,2.31264256520755e-07
AC,1,9,PAIN ABDO_2,580,2.31251414072057e-07
AC,1,9,PAIN CHEST_2,596,2.31247399783898e-07
AC,1,9,DEHYDRAT_1,153,2.31239267507221e-07
AC,1,9,LIVER FATTY_1,470,2.31239215264226e-07
AC,1,9,MONILIA_1,515,2.31214948932676e-07
AC,1,9,STOMATITIS_3,731,2.31212617350351e-07
AC,1,9,GGTP INC_1,286,2.31193878871355e-07
AC,1,9,PAIN KIDNEY_2,606,2.31192208960461e-07
AC,1,9,NOCTURIA_2,562,2.31191362992412e-07
AC,1,9,ENTEROCOL PSEUDOMEM_2,247,2.31190072502651e-07
AC,1,9,HEALING ABNORM_2,307,2.31170195440828e-07
AC,1,9,LIBIDO DEC_2,467,2.31160695093201e-07
AC,1,9,THROMBOPHLEB_1,768,2.31153571816785e-07
AC,1,9,MOVEMENT DIS_1,518,2.31109210987633e-07
AC,1,9,AMNESIA_1,27,2.31104327655976e-07
AC,1,9,FEVER_3,268,2.31093524743206e-07
AC,1,9,VITREOUS DIS_1,831,2.31081422572104e-07
AC,1,9,GASTROENTERITIS_1,283,2.31021503738802e-07
AC,1,9,LACTATION FEM_2,453,2.30997247710687e-07
AC,1,9,AGITATION_1,14,2.30991007085355e-07
AC,1,9,LIVER FATTY_3,471,2.3098428316329e-07
AC,1,9,PAIN CHEST_3,597,2.30982309789813e-07
AC,1,9,PAIN ABDO_3,581,2.30979560658703e-07
AC,1,9,STOMATITIS_4,732,2.30978741433213e-07
AC,1,9,MONILIA_2,516,2.30966741505667e-07
AC,1,9,CONJUNCTIVITIS_1,126,2.3096499287632e-07
AC,1,9,POLYURIA_1,657,2.30963156623091e-07
AC,1,9,ENZYME ABNORM_1,250,2.30952138263454e-07
AC,1,9,FEVER_4,269,2.30942922656194e-07
AC,1,9,TWITCH_2,786,2.30930385747123e-07
AC,1,9,ENTEROCOL PSEUDOMEM_3,248,2.30930173468437e-07
AC,1,9,SKIN DISCOLOR_1,717,2.3089682508051e-07
AC,1,9,KIDNEY FUNC ABNORM_2,447,2.30882163262925e-07
AC,1,9,GGTP INC_2,287,2.30844891523421e-07
AC,1,9,CYST_1,145,2.30797490442238e-07
AC,1,9,THROMBOPHLEB_2,769,2.30797265179732e-07
AC,1,9,HYPOCALCEM_1,382,2.30794903376403e-07
AC,1,9,MOVEMENT DIS_3,520,2.30789176793939e-07
AC,1,9,CARDIOVASC DIS_1,96,2.30780327921219e-07
AC,1,9,VITREOUS DIS_2,832,2.30765945577815e-07
AC,1,9,LDH INC_1,458,2.30762286868546e-07
AC,1,9,THROMBOPHLEB_3,770,2.30759515980367e-07
AC,1,9,VAGINITIS_1,813,2.30756482152511e-07
AC,1,9,MOVEMENT DIS_2,519,2.30755894020593e-07
AC,1,9,PROCTITIS_1,659,2.30751282349259e-07
AC,1,9,ATAXIA_1,71,2.30720620062044e-07
AC,1,9,PAIN NECK_1,607,2.30702591485418e-07
AC,1,9,DEHYDRAT_2,154,2.30702225611549e-07
AC,1,9,DYSPNEA_1,199,2.3068665119347e-07
AC,1,9,KERATITIS_1,440,2.30675462396082e-07
AC,1,9,AGITATION_2,15,2.30650499346671e-07
AC,1,9,AMNESIA_2,28,2.30641492185893e-07
AC,1,9,POLYURIA_2,658,2.30622739190674e-07
AC,1,9,ENZYME ABNORM_2,251,2.306117681593e-07
AC,1,9,MONILIA_3,517,2.30608768691594e-07
AC,1,9,THROMBOCYTOPENIA_1,763,2.30573299291669e-07
AC,1,9,CONJUNCTIVITIS_2,127,2.3056685619813e-07
AC,1,9,AMNESIA_3,29,2.3055597186462e-07
AC,1,9,SKIN DISCOLOR_2,718,2.30555799305363e-07
AC,1,9,KIDNEY FUNC ABNORM_3,448,2.30542017165821e-07
AC,1,9,ALLERG REACT_1,18,2.30511748645886e-07
AC,1,9,RHINITIS_1,693,2.30501110199236e-07
AC,1,9,HYPOCALCEM_4,383,2.30491232022753e-07
AC,1,9,DYSPHAGIA_1,196,2.30487239105278e-07
AC,1,9,CYST_2,146,2.30485970836935e-07
AC,1,9,HEM_1,331,2.30477893222593e-07
AC,1,9,EDEMA PERIPH_1,220,2.30477814344949e-07
AC,1,9,HEADACHE_1,302,2.30447826894544e-07
AC,1,9,FLU SYND_1,273,2.30422549053593e-07
AC,1,9,LDH INC_2,459,2.30418868611801e-07
AC,1,9,HEM UTER_1,326,2.30406837742537e-07
AC,1,9,CEREBROVASC ACCID_3,106,2.30406671955324e-07
AC,1,9,KIDNEY CALCULUS_1,443,2.30406585300112e-07
AC,1,9,HEM CYSTITIS_1,313,2.30406241158167e-07
AC,1,9,ULCER SKIN_1,794,2.30406208806042e-07
AC,1,9,ARTHRITIS RHEUMAT_1,56,2.30406100691338e-07
AC,1,9,OSTEOPOROSIS FRACT_2,571,2.30406051210743e-07
AC,1,9,ARTHRITIS_1,58,2.30405954454475e-07
AC,1,9,ARTERIOSCLEROSIS_1,51,2.30405920513358e-07
AC,1,9,URTICARIA_1,809,2.30405892282085e-07
AC,1,9,VEIN VARICOSE_1,822,2.30405873021746e-07
AC,1,9,PAIN PELVIC_1,609,2.3040586031174e-07
AC,1,9,HYPOKINESIA_1,389,2.30405854829004e-07
AC,1,9,CHEILITIS_1,108,2.30405819775653e-07
AC,1,9,BLIND_1,78,2.30405776204248e-07
AC,1,9,COAGUL DIS_2,118,2.30405721894074e-07
AC,1,9,STUPOR_1,734,2.30405711718177e-07
AC,1,9,TINNITUS_1,772,2.30405701654551e-07
AC,1,9,BREAST FIBROCYST_1,86,2.30405694160419e-07
AC,1,9,SOMNOLENCE_1,723,2.30405664722434e-07
AC,1,9,HERNIA_1,342,2.30405650542555e-07
AC,1,9,FURUNCULOSIS_1,276,2.30405647276244e-07
AC,1,9,NEPHRITIS_1,549,2.30405643494637e-07
AC,1,9,OTITIS EXT_1,574,2.30405601814245e-07
AC,1,9,PAPILLEDEMA_1,621,2.30405582450009e-07
AC,1,9,PARATHYR DIS_1,625,2.30405550329801e-07
AC,1,9,HEM EYE_1,315,2.3040551151615e-07
AC,1,9,MYOSITIS_1,532,2.30405396540347e-07
AC,1,9,RASH PUST_1,676,2.30405396540346e-07
AC,1,9,ASCITES_1,62,2.30405396540345e-07
AC,1,9,NAIL DIS_1,534,2.30405199758628e-07
AC,1,9,DEHYDRAT_3,155,2.3038428882058e-07
AC,1,9,GASTROENTERITIS_2,284,2.30378214395366e-07
AC,1,9,CONJUNCTIVITIS_3,128,2.30377989113288e-07
AC,1,9,ATAXIA_2,72,2.303777197434e-07
AC,1,9,PAIN NECK_2,608,2.30359943296238e-07
AC,1,9,RASH_1,680,2.30356076425992e-07
AC,1,9,KERATITIS_2,441,2.30333177413991e-07
AC,1,9,HYPOKALEM_1,385,2.30303464825199e-07
AC,1,9,RECTAL DIS_1,686,2.30281934918682e-07
AC,1,9,VAGINITIS_2,814,2.30264225582518e-07
AC,1,9,THROMBOCYTOPENIA_2,764,2.30251379587722e-07
AC,1,9,CARDIOVASC DIS_2,97,2.30225954549443e-07
AC,1,9,PROCTITIS_2,660,2.30205267921275e-07
AC,1,9,DYSPNEA_2,200,2.30192997789712e-07
AC,1,9,EDEMA_1,225,2.30156318882886e-07
AC,1,9,DERM EXFOL_1,162,2.30113716411039e-07
AC,1,9,HEM UTER_2,327,2.30068130058172e-07
AC,1,9,CEREBROVASC ACCID_4,107,2.30068063264572e-07
AC,1,9,KIDNEY CALCULUS_2,444,2.30067977022806e-07
AC,1,9,HEM CYSTITIS_3,314,2.30067602126654e-07
AC,1,9,ULCER SKIN_2,795,2.30067499126777e-07
AC,1,9,OSTEOPOROSIS FRACT_3,572,2.30067401839563e-07
AC,1,9,ARTHRITIS RHEUMAT_2,57,2.30067392553874e-07
AC,1,9,ARTHRITIS_2,59,2.3006727334779e-07
AC,1,9,ARTERIOSCLEROSIS_3,52,2.30067250338914e-07
AC,1,9,URTICARIA_2,810,2.30067194715421e-07
AC,1,9,VEIN VARICOSE_3,823,2.30067166532421e-07
AC,1,9,HYPOKINESIA_2,390,2.30067159061208e-07
AC,1,9,PAIN PELVIC_2,610,2.30067154750077e-07
AC,1,9,CHEILITIS_2,109,2.30067104060361e-07
AC,1,9,BLIND_2,79,2.30067060606468e-07
AC,1,9,COAGUL DIS_3,119,2.30067036379779e-07
AC,1,9,STUPOR_3,735,2.30066993080335e-07
AC,1,9,TINNITUS_2,773,2.30066984715263e-07
AC,1,9,BREAST FIBROCYST_2,87,2.30066984446482e-07
AC,1,9,SOMNOLENCE_2,724,2.3006695282253e-07
AC,1,9,NEPHRITIS_3,550,2.30066942306476e-07
AC,1,9,HERNIA_2,343,2.30066935263305e-07
AC,1,9,FURUNCULOSIS_2,277,2.30066932001646e-07
AC,1,9,OTITIS EXT_2,575,2.30066895490368e-07
AC,1,9,PAPILLEDEMA_2,622,2.30066865465523e-07
AC,1,9,PARATHYR DIS_2,626,2.30066839485084e-07
AC,1,9,HEM EYE_2,316,2.30066800741014e-07
AC,1,9,MYOSITIS_3,533,2.30066681909225e-07
AC,1,9,RASH PUST_2,677,2.30066681909225e-07
AC,1,9,ASCITES_2,63,2.30066681909224e-07
AC,1,9,DYSPHAGIA_2,197,2.30058964658801e-07
AC,1,9,DEHYDRAT_4,156,2.30049558924013e-07
AC,1,9,GASTROENTERITIS_3,285,2.30039385425702e-07
AC,1,9,ALLERG REACT_2,19,2.30030871954777e-07
AC,1,9,RHINITIS_2,694,2.30020481341851e-07
AC,1,9,CYSTITIS_1,147,2.30010661417402e-07
AC,1,9,EDEMA PERIPH_2,221,2.29981179112767e-07
AC,1,9,CARDIOVASC DIS_3,98,2.29980887256273e-07
AC,1,9,NAIL DIS_2,535,2.29976714747759e-07
AC,1,9,HEADACHE_2,303,2.29933825071142e-07
AC,1,9,VAGINITIS_3,815,2.29923897118323e-07
AC,1,9,FLU SYND_2,274,2.29921649094527e-07
AC,1,9,HEM_2,332,2.29911942242961e-07
AC,1,9,PAIN BONE_1,588,2.29883654148464e-07
AC,1,9,RASH_2,681,2.29866195869055e-07
AC,1,9,PROCTITIS_3,661,2.29858854116733e-07
